name;model;spec_name;spec_value;spec_value_US;spec_value_INT
Rotary Drills;MD6310;Components (20);Cabin pressure manometer with indicator (option) Cabin pressure manometer with indicator (option);['Cabin', 'pressure'];['indicator', '(option)']
Rotary Drills;MD6310;Components (3);Rotation torque control Rotation torque control;['Rotation', 'torque'];['torque', 'control']
Rotary Drills;MD6310;Components (12);Dust suppression control Dust suppression control;['Dust', 'suppression'];['suppression', 'control']
Rotary Drills;MD6310;Components (17);Tram interlock, mast up and locked or down and parked Tram interlock, mast up and locked or down and parked;['Tram', 'interlock,'];['and', 'parked']
Rotary Drills;MD6310;Components (1);All electric controls for drilling, tramming, leveling plus auxiliary functions All electric controls for drilling, tramming, leveling plus auxiliary functions;['All', 'electric'];['auxiliary', 'functions']
Rotary Drills;MD6310;Components (22);Prewired for Terrain and autonomous operation Prewired for Terrain and autonomous operation;['Prewired', 'for'];['autonomous', 'operation']
Rotary Drills;MD6310;Components (8);Delayed engine shut down Delayed engine shut down;['Delayed', 'engine'];['shut', 'down']
Rotary Drills;MD6310;Components (19);Cab environment controls (AC, filter, heat, fan speeds) Cab environment controls (AC, filter, heat, fan speeds);['Cab', 'environment'];['fan', 'speeds)']
Rotary Drills;MD6310;Components (7);Drill performance and display system Drill performance and display system;['Drill', 'performance'];['display', 'system']
Rotary Drills;MD6310;Components (13);Mast lock indicator Mast lock indicator;['Mast', 'lock'];['lock', 'indicator']
Rotary Drills;MD6310;Components (6);Drill depth meter Drill depth meter;['Drill', 'depth'];['depth', 'meter']
Rotary Drills;MD6310;Components (2);Electronic compressor control Electronic compressor control;['Electronic', 'compressor'];['compressor', 'control']
Rotary Drills;MD6310;Components (4);Virtual rotary head travel stops and interlocks Virtual rotary head travel stops and interlocks;['Virtual', 'rotary'];['and', 'interlocks']
Rotary Drills;MD6310;Components (11);Jack pressure sensors in the display Jack pressure sensors in the display;['Jack', 'pressure'];['the', 'display']
Rotary Drills;MD6310;Components (5);Pipe positioner engaged/disengaged indicator Pipe positioner engaged/disengaged indicator;['Pipe', 'positioner'];['engaged/disengaged', 'indicator']
Rotary Drills;MD6310;Components (18);Tram interlock, jacks retracted Tram interlock, jacks retracted;['Tram', 'interlock,'];['jacks', 'retracted']
Rotary Drills;MD6310;Components (16);Tram interlock, pipe in hole Tram interlock, pipe in hole;['Tram', 'interlock,'];['in', 'hole']
Rotary Drills;MD6310;Components (21);Dust curtain lifting system – auto hydraulic raise front and rear (option) Dust curtain lifting system – auto hydraulic raise front and rear (option);['Dust', 'curtain'];['rear', '(option)']
Rotary Drills;MD6310;Components (15);Tram interlock, machine stability limits Tram interlock, machine stability limits;['Tram', 'interlock,'];['stability', 'limits']
Rotary Drills;MD6310;Components (9);Rotary head rpm gauge – (digital display in screen) Rotary head rpm gauge – (digital display in screen);['Rotary', 'head'];['in', 'screen)']
Rotary Drills;MD6310;Body Length - Standard Cab;43.54 ft 13.27 m;['43.54', 'ft'];['13.27', 'm']
Rotary Drills;MD6310;Body Length - Extended Cab;42.24 ft 13.79 m;['42.24', 'ft'];['13.79', 'm']
Rotary Drills;MD6310;Width - Rear;20.74 ft 6.32 m;['20.74', 'ft'];['6.32', 'm']
Rotary Drills;MD6310;Length - Mast Down - Standard Cab;69.23 ft 21.1 m;['69.23', 'ft'];['21.1', 'm']
Rotary Drills;MD6310;Length - Mast Down - Extended Cab;70.87 ft 21.62 m;['70.87', 'ft'];['21.62', 'm']
Rotary Drills;MD6310;Height - Mast Up;65.39 ft 19.93 m;['65.39', 'ft'];['19.93', 'm']
Rotary Drills;MD6310;Width - Front;17.68 ft 5.39 m;['17.68', 'ft'];['5.39', 'm']
Rotary Drills;MD6310;Features (12);"Pipe catcher; manual or optional hydraulically actuated Pipe catcher; manual or optional hydraulically actuated";"['Pipe', 'catcher;']";['hydraulically', 'actuated']
Rotary Drills;MD6310;Features (4);Feed system accommodates multiple pipe diameters Feed system accommodates multiple pipe diameters;['Feed', 'system'];['pipe', 'diameters']
Rotary Drills;MD6310;Features (13);Tool oiler 113.5 L (30 gal) oil injection system (Rotary drilling only) Tool oiler 113.5 L (30 gal) oil injection system (Rotary drilling only);['Tool', 'oiler'];['drilling', 'only)']
Rotary Drills;MD6310;Features (2);Pulldown/hoist system is a single cylinder Pulldown/hoist system is a single cylinder;['Pulldown/hoist', 'system'];['single', 'cylinder']
Rotary Drills;MD6310;Features (1);13.7 m (44.9 ft) or 17.5 m (57.4 ft) Mast configurations complete with pipe rack carousel 13.7 m (44.9 ft) or 17.5 m (57.4 ft) Mast configurations complete with pipe rack carousel;['13.7', 'm'];['rack', 'carousel']
Rotary Drills;MD6310;Features (9);Drill pipe positioner Drill pipe positioner;['Drill', 'pipe'];['pipe', 'positioner']
Rotary Drills;MD6310;Features (10);"Overhead winch with remote; variable speed drive with ≥ 1818 kg (4,000 lb) rating, length to reach 6.1 m (20 ft) past drill deck (option) Overhead winch with remote; variable speed drive with ≥ 1818 kg (4,000 lb) rating, length to reach 6.1 m (20 ft) past drill deck (option)";['Overhead', 'winch'];['deck', '(option)']
Rotary Drills;MD6310;Features (3);Auto tensioning of pull down and hoist cables Auto tensioning of pull down and hoist cables;['Auto', 'tensioning'];['hoist', 'cables']
Rotary Drills;MD6310;Features (6);Sliding deck wrench assembly Sliding deck wrench assembly;['Sliding', 'deck'];['wrench', 'assembly']
Rotary Drills;MD6310;Features (11);Rotation Gear Box with dual motor arrangement, up to 160 rpm, and 16,000 N∙m of torque (11,800 ft-lb) Rotation Gear Box with dual motor arrangement, up to 160 rpm, and 16,000 N∙m of torque (11,800 ft-lb);['Rotation', 'Gear'];['(11,800', 'ft-lb)']
Rotary Drills;MD6310;Features (15);Mast access ladder and grating (option) Mast access ladder and grating (option);['Mast', 'access'];['grating', '(option)']
Rotary Drills;MD6310;Features (5);Variable grip hydraulic break out wrench (HOBO) for range of pipe diameters Variable grip hydraulic break out wrench (HOBO) for range of pipe diameters;['Variable', 'grip'];['pipe', 'diameters']
Rotary Drills;MD6310;Features (7);Configured with roller deck bushing for tricone applications, two-piece deck bushing for DTH Configured with roller deck bushing for tricone applications, two-piece deck bushing for DTH;['Configured', 'with'];['for', 'DTH']
Rotary Drills;MD6310;Features (14);Mast lanyard mounting provisions (option) Mast lanyard mounting provisions (option);['Mast', 'lanyard'];['provisions', '(option)']
Rotary Drills;MD6310;Features (8);"Angle drilling 0-30°; in 5° increments Angle drilling 0-30°; in 5° increments";['Angle', 'drilling'];['5°', 'increments']
Rotary Drills;MD6310;Components (4);"Ether starting aid; ether bottle supplied locally Ether starting aid; ether bottle supplied locally";['Ether', 'starting'];['supplied', 'locally']
Rotary Drills;MD6310;Components (2);Scheduled oil sampling (S∙O∙SSM) ports Scheduled oil sampling (S∙O∙SSM) ports;['Scheduled', 'oil'];['(S∙O∙SSM)', 'ports']
Rotary Drills;MD6310;Components (1);Dual starter motors Dual starter motors;['Dual', 'starter'];['starter', 'motors']
Rotary Drills;MD6310;Components (3);Common air intake filters provide +500 hour service interval in normal operating conditions Common air intake filters provide +500 hour service interval in normal operating conditions;['Common', 'air'];['operating', 'conditions']
Rotary Drills;MD6310;Package (1);"Basic/Manual – Centralized Manual Lube; Gravity Fill for fuel and water Basic/Manual – Centralized Manual Lube; Gravity Fill for fuel and water";['Basic/Manual', '–'];['and', 'water']
Rotary Drills;MD6310;Package (2);"Standard – Fast Fill for fuel and water; Automatic Lubrication System Standard – Fast Fill for fuel and water; Automatic Lubrication System";['Standard', '–'];['Lubrication', 'System']
Rotary Drills;MD6310;Package (3);Premium – Service center for lubricant drain and fill (compressor oil, hydraulic oil, gearbox oil, engine oil, tool lubrication and grease), Automatic Lubrication System, Fast Fill for fuel and water, blowdown hose Premium – Service center for lubricant drain and fill (compressor oil, hydraulic oil, gearbox oil, engine oil, tool lubrication and grease), Automatic Lubrication System, Fast Fill for fuel and water, blowdown hose;['Premium', '–'];['blowdown', 'hose']
Rotary Drills;MD6310;Water injection and dry dust collector (option);– Water tank capacity 1514 L (400 gal)– 204 m³/min (7,200 cfm) dry dust collector– Self-cleaning filters, with auto-eject dust chute – Water tank capacity 1514 L (400 gal)– 204 m³/min (7,200 cfm) dry dust collector– Self-cleaning filters, with auto-eject dust chute;['–', 'Water'];['dust', 'chute']
Rotary Drills;MD6310;Water Injection - Standard;– Water tank capacity 1514 L (400 gal) – Water tank capacity 1514 L (400 gal);['–', 'Water'];['(400', 'gal)']
Rotary Drills;MD6310;Choices (1);Dust curtain hydraulic lifters raise front and rear dust curtains (option) (recommended with dust collector) Dust curtain hydraulic lifters raise front and rear dust curtains (option) (recommended with dust collector);['Dust', 'curtain'];['dust', 'collector)']
Rotary Drills;MD6310;Choices (3);Static dust curtains, four sides boxed in (standard) Static dust curtains, four sides boxed in (standard);['Static', 'dust'];['in', '(standard)']
Rotary Drills;MD6310;High Volume Water Injection System - Not Compatible with Basic Service Package;– Water tanks total capacity 3785 L (1,000 gal) maximum– Primary tank above deck – 1514 L (400 gal) capacity (heated for extreme cold weather)– Secondary tank above deck – 2271 L (600 gal) capacity deck – Water tanks total capacity 3785 L (1,000 gal) maximum– Primary tank above deck – 1514 L (400 gal) capacity (heated for extreme cold weather)– Secondary tank above deck – 2271 L (600 gal) capacity deck;['–', 'Water'];['capacity', 'deck']
Rotary Drills;MD6310;Choices (2);Tram off spray to wet the ground around the cuttings pile (not recommended for cold weather applications) Tram off spray to wet the ground around the cuttings pile (not recommended for cold weather applications);['Tram', 'off'];['weather', 'applications)']
Rotary Drills;MD6310;Components (4);Top Sub, or Shock sub and cross over adapter (option) Top Sub, or Shock sub and cross over adapter (option);['Top', 'Sub,'];['adapter', '(option)']
Rotary Drills;MD6310;Components (3);Deck wrench, sliding Deck wrench, sliding;['Deck', 'wrench,'];['wrench,', 'sliding']
Rotary Drills;MD6310;Components (5);Bit sub Bit sub;['Bit', 'sub'];['Bit', 'sub']
Rotary Drills;MD6310;Components (1);Roller deck bushing Roller deck bushing;['Roller', 'deck'];['deck', 'bushing']
Rotary Drills;MD6310;Components (6);Pipe wiper seal Pipe wiper seal;['Pipe', 'wiper'];['wiper', 'seal']
Rotary Drills;MD6310;Components (2);Pipe positioner inserts Pipe positioner inserts;['Pipe', 'positioner'];['positioner', 'inserts']
Rotary Drills;MD6310;Rotary Drilling (2);73.6 m³/min (2,600 ft³/min) @ 7.6 bar (110 psi) 73.6 m³/min (2,600 ft³/min) @ 7.6 bar (110 psi);['73.6', 'm³/min'];['(110', 'psi)']
Rotary Drills;MD6310;Receiver Tank Choice (1);Low pressure 8.6 bar (125 psi) for ASME/CR N/AU or CE Low pressure 8.6 bar (125 psi) for ASME/CR N/AU or CE;['Low', 'pressure'];['or', 'CE']
Rotary Drills;MD6310;Rotary Drilling (1);56.6 m³/min (2,000 ft³/min) @ 8.6 bar (125 psi) 56.6 m³/min (2,000 ft³/min) @ 8.6 bar (125 psi);['56.6', 'm³/min'];['(125', 'psi)']
Rotary Drills;MD6310;DTH Drilling - Includes Tool Lubrication and Hammer Storage;42.2 m³/min (1,500 ft³/min) @ 34.4 bar (500 psi) 42.2 m³/min (1,500 ft³/min) @ 34.4 bar (500 psi);['42.2', 'm³/min'];['(500', 'psi)']
Rotary Drills;MD6310;Receiver Tank Choice (2);High pressure 34.4 bar (500 psi) for ASME/CR N/AU or CE High pressure 34.4 bar (500 psi) for ASME/CR N/AU or CE;['High', 'pressure'];['or', 'CE']
Rotary Drills;MD6310;Choice;Electronic compressor control and regulation with purged air lines Electronic compressor control and regulation with purged air lines;['Electronic', 'compressor'];['air', 'lines']
Rotary Drills;MD6310;Components (5);Four (4) lift lugs, for use with cables or chains Four (4) lift lugs, for use with cables or chains;['Four', '(4)'];['or', 'chains']
Rotary Drills;MD6310;Components (7);Bit storage box in-deck with hinged cover (option) Bit storage box in-deck with hinged cover (option);['Bit', 'storage'];['cover', '(option)']
Rotary Drills;MD6310;Components (6);Walkway around cab to drill deck (option) Walkway around cab to drill deck (option);['Walkway', 'around'];['deck', '(option)']
Rotary Drills;MD6310;Features (2);Slip resistant surface Slip resistant surface;['Slip', 'resistant'];['resistant', 'surface']
Rotary Drills;MD6310;Features (3);Fuel tank capacity 1609 L (425 gal) Fuel tank capacity 1609 L (425 gal);['Fuel', 'tank'];['(425', 'gal)']
Rotary Drills;MD6310;Components (1);"Stationary rear deck; for vertical and angle drilling Stationary rear deck; for vertical and angle drilling";['Stationary', 'rear'];['angle', 'drilling']
Rotary Drills;MD6310;Components (2);Four leveling jacks to provide leveling on a 7° bench (any orientation) Four leveling jacks to provide leveling on a 7° bench (any orientation);['Four', 'leveling'];['(any', 'orientation)']
Rotary Drills;MD6310;Features (6);Three egress points on deck areas in addition to main access Three egress points on deck areas in addition to main access;['Three', 'egress'];['main', 'access']
Rotary Drills;MD6310;Components (10);Drill pipe thread greaser with remote fill tank or disposable grease bucket (option) Drill pipe thread greaser with remote fill tank or disposable grease bucket (option);['Drill', 'pipe'];['bucket', '(option)']
Rotary Drills;MD6310;Features (7);Sturdy guardrails, toe guards, self closing gates Sturdy guardrails, toe guards, self closing gates;['Sturdy', 'guardrails,'];['closing', 'gates']
Rotary Drills;MD6310;Components (4);Heavy duty tow hooks (front end) Heavy duty tow hooks (front end);['Heavy', 'duty'];['(front', 'end)']
Rotary Drills;MD6310;Components (3);Manual, centralized, lubrication banks for all pivot points on drill, or automated lubrication system (option) Manual, centralized, lubrication banks for all pivot points on drill, or automated lubrication system (option);['Manual,', 'centralized,'];['system', '(option)']
Rotary Drills;MD6310;Components (8);DTH hammer storage on drill deck with high pressure configuration (option) DTH hammer storage on drill deck with high pressure configuration (option);['DTH', 'hammer'];['configuration', '(option)']
Rotary Drills;MD6310;Features (4);Fuel capacity expansion for additional +1609 L (425 gal) Fuel capacity expansion for additional +1609 L (425 gal);['Fuel', 'capacity'];['(425', 'gal)']
Rotary Drills;MD6310;Features (5);Bolt-on platform for cold weather generator or fire suppression bottles (option) Bolt-on platform for cold weather generator or fire suppression bottles (option);['Bolt-on', 'platform'];['bottles', '(option)']
Rotary Drills;MD6310;Components (9);Hydraulically operated viewing hatch in drill deck with spotlight (option) Hydraulically operated viewing hatch in drill deck with spotlight (option);['Hydraulically', 'operated'];['spotlight', '(option)']
Rotary Drills;MD6310;Features (1);Jacks, mast pivot and deck are welded integrally to mainframe for maximum durability and long life Jacks, mast pivot and deck are welded integrally to mainframe for maximum durability and long life;['Jacks,', 'mast'];['long', 'life']
Rotary Drills;MD6310;Components (2);Separate engine cooling module Separate engine cooling module;['Separate', 'engine'];['cooling', 'module']
Rotary Drills;MD6310;Components (1);Coolers with easy cleaning access Coolers with easy cleaning access;['Coolers', 'with'];['cleaning', 'access']
Rotary Drills;MD6310;Components (3);Replaceable cooler core sections Replaceable cooler core sections;['Replaceable', 'cooler'];['core', 'sections']
Rotary Drills;MD6310;Components (4);Automatic variable speed fan control Automatic variable speed fan control;['Automatic', 'variable'];['fan', 'control']
Rotary Drills;MD6310;Features;Functional in ambient temperature of 52° C (125° F) Functional in ambient temperature of 52° C (125° F);['Functional', 'in'];['(125°', 'F)']
Rotary Drills;MD6310;Components (6);Wiring for third party interface Wiring for third party interface;['Wiring', 'for'];['party', 'interface']
Rotary Drills;MD6310;Components (3);Drill assist (single or multipass auto drill) (options) Drill assist (single or multipass auto drill) (options);['Drill', 'assist'];['drill)', '(options)']
Rotary Drills;MD6310;Components (5);Optional Command for Drilling enables each operator to manage more than one machine Optional Command for Drilling enables each operator to manage more than one machine;['Optional', 'Command'];['one', 'machine']
Rotary Drills;MD6310;Type;Autonomy ready Autonomy ready;['Autonomy', 'ready'];['Autonomy', 'ready']
Rotary Drills;MD6310;Components (2);Auto level, auto retract, auto mast Auto level, auto retract, auto mast;['Auto', 'level,'];['auto', 'mast']
Rotary Drills;MD6310;Components (1);Drill depth indicator and interlocks Drill depth indicator and interlocks;['Drill', 'depth'];['and', 'interlocks']
Rotary Drills;MD6310;Optional Cat Terrain for Drills - Mining System Interface;– Production– Navigation – Production– Navigation;['–', 'Production–'];['Production–', 'Navigation']
